title,description
Canadian PM Justin Trudeau Announces Resignation Amid Mounting Internal Pressures,"Canadian Prime Minister Justin Trudeau announced his resignation Monday, signaling the end of his leadership tenure once the Liberal Party selects a successor. ..."
Trudeau congratulates Trump as cabinet meets to discuss next steps,Prime Minister Justin Trudeau praised Canada's
Trudeau urges US consumers to consider harm of Trump's tariff threats,Vancouver: Canada's outgoing Prime Minister Justin Trudeau on Sunday suggested that US President-elect Donald Trump's remarks about Canada becoming America's
Trudeau in Florida to meet Trump amid tensions over tariff threats,Canadian Prime Minister Justin Trudeau arrived in Florida on Friday for a dinner with President-elect Donald Trump at his Mar-a-Lago estate. The unnannounced me...
Trudeau says ‘no question’ Trump is serious on tariff threat - National,"'One of the things that is really important to understand is that Donald Trump, when he makes statements like that, he plans on carrying them out,'  Justin Trud..."
Justin Trudeau celebrates Thanksgiving with ex-wife Sophie days after viral kiss with Katy Perry,Justin Trudeau celebrates Thanksgiving with ex-wife Sophie days after viral kiss with Katy Perry ||Justin Trudeau and Katy Perry
"Watch: Justin Trudeau breaks down in farewell speech, takes jibe at Donald Trump","Rest of World News: Justin Trudeau, in an emotional speech as he steps down as Canadian Prime Minister, emphasized Canada facing critical economic challenges du..."
Poilievre still wants to run against Trudeau,"Days before the byelection, Poilievre announced plans to mount a campaign against the last vestiges of the Trudeau government’s climate policy — the zero-..."
‘Pragmatic’ Katy Perry Might Give up on Justin Trudeau Romance — Source,Katy Perry and Justin Trudeau's romance may be affected by the former's pragmatic approach to relationships.
"Trump Taunts Trudeau: ‘Tariffs Won’t Save You, Justin!’","President Trump mocks Canadian PM Justin Trudeau, accusing him of using tariffs as an excuse to stay in power. “Good luck, Justin!” Trump writes."
"Kamala Harris's presidential defeat was an attack on women’s progress, Trudeau says","'It shouldn't be that way. It wasn't supposed to be that way,' Trudeau said at an event Tuesday, adding he is a proud feminist"
Justin Trudeau will step down as Liberal leader. Who could come next?,"After nearly 12 years at the helm of the Liberal Party of Canada, Justin Trudeau will step down from the party’s top job oncea new leader is chosen. But who c..."
‘A very dumb thing to do’: Trudeau calls out Trump on tariffs,"Speaking on the implementation of new U.S. tariffs, Canadian Prime Minister Justin Trudeau addressed President Trump directly, calling the tariffs ‘a very dum..."
The Montreal riding Trudeau held for 16 years reflects on his legacy,"With Justin Trudeau set to resign as Canada's prime minister, people in the Montreal riding of Papineau, which he has held since the fall of 2008, reflect on th..."
"Justin Trudeau, Katy Perry dating? Romance rumours swirl after ex Canadian PM spotted at her concert","Former Canadian Prime Minister Justin Trudeau was spotted vibing solo at American singer-songwriter Katy Perrys Montreal concert, sparking dating rumours. Trude..."
Race Begins To Replace Canada's Justin Trudeau,"The race to be Canadian Prime Minister Justin Trudeau's successor kicked off on Tuesday, a day after he resigned amid a looming trade war with the United States..."
Liberal MPs to meet next week as calls for Trudeau to leave intensify,Liberal MPs will gather next week for a special national caucus meeting for the first time since Prime Minister Justin Trudeau told them he would take the holi...
Trudeau defends Canada's carbon tax and says it is being battered by misinformation,Prime Minister Justin Trudeau made the remarks at the G20 and added the tax is among the world's strongest but
Former Bank of Canada governor Carney enters race to replace Trudeau By Reuters,Former Bank of Canada governor Carney enters race to replace Trudeau
Justin Trudeau Responds to Trump’s Tariff Threats: Canada Ready to Inflict Economic Pain,US News: Outgoing Canadian Prime Minister Justin Trudeau on Tuesday responded strongly to US President Donald Trump's tariff threats and said that Ottawa is wi.
Ex-Canadian Prime Minister Justin Trudeau Dines with Singer Katy Perry in Montreal,Former Canadian Prime Minister Justin Trudeau and Katy Perry had dinner together in a Montreal restaurant this week.
"Justin Trudeau tells Trump that tariffs are 'very dumb,' says Canada striking back",Prime Minister Justin Trudeau condemned U.S. President Donald Trump's new tariffs on Canadian imports as unjustified and retaliated with 25% tariffs on C$30 bil...
Canada's PM Justin Trudeau faces ‘difficult’ leadership crisis,Follow the latest news headlines from Australia's most trusted source. Read in-depth expert analysis and watch live coverage on ABC News.
Justin Trudeau expected to resign as Liberal Party leader this week: Globe and Mail,Trudeau has faced mounting calls for his resignation from MPs in his caucus as public opinion polls have continued to put the governing Liberals trailing far be...
Katy Perry and Justin Trudeau Photographed Making Out on a Yacht,Katy Perry and Justin Trudeau were photographed getting cozy on a yacht off the coast of Santa Barbara.
Is Justin Trudeau Barron Trump’s ‘Secret Dad’? The Internet’s Favorite Conspiracy Theory is Back!,"The claim that former Prime Minister Justin Trudeau is the biological father of Barron Trump, however, is a persistent rumor..."
Katy Perry & Justin Trudeau Make It Official! — A Complete Timeline Of Their Romantic Relationship,"After speculations circulating everywhere about Katy Perry and Justin Trudeau's romance, the couple made it official by walking hand-in-hand. Read on to know mo..."
Trudeau stakes out high ground on climate with cabinet shuffle,"Friday’s cabinet shuffle is widely seen as an attempt by Trudeau to plug the holes before the Liberal ship capsizes, but nonetheless there are positive signal..."
Canada's finance minister quits over Trump tariff dispute with Trudeau,Chrystia Freeland says Canada faces a
"Amid faceoff with Trump, Trudeau dials California governor over LA wildfires",US News: Canadian Prime Minister Justin Trudeau reassured California Governor Gavin Newsom of Canada's support amid wildfires that have killed 11 people. Meanw
"Trudeau cannot live in denial about U.S. border, tariff situation: Legault","“We have to reassure Mr. Trump” about border security before 25% tariffs on Canadian goods are imposed, Quebec Premier François Legault says."
Justin Trudeau resignation: Many in his home riding of Papineau happy with news,Justin Trudeau was first elected to the riding of Papineau in 2008. It's considered one of the most diverse and immigrant-rich ridings in the country.
Trudeau to cut sales tax and send checks to millions of Canadians as election looms,Canadian Prime Minister Justin Trudeau 's government announced plans Thursday to temporarily lift the federal sales tax off a number of items and send checks to...
"Canada's Trudeau slaps 25% tariff on US imports, calls Trump’s trade war ‘very dumb’",Rest of World News: Canadian Prime Minister Justin Trudeau declared on Tuesday that Canada will not back down in its escalating trade war with the United States...
Katy Perry & Justin Trudeau Confirm Relationship With First Public Appearance as Couple in Paris,Katy Perry and Justin Trudeau made their first public appearance as a couple in Paris.
Report: Trudeau Meets with Trump in Palm Beach After Huge Tariff Threat,Justin Trudeau's visit comes after Trump said he plans to impose a 25% tariff until Mexico and Canada stop the inflow of migrants and drugs.
"Justin Trudeau Trolled Over New Viral Shirtless, Kissing Photo With Katy Perry","Justin Trudeau, found himself at the center of a social media storm after a close-up photo of him shirtless and kissing pop star Katy Perry."
Granny Manuel’s wedding gift to Margaret and Pierre Trudeau comes full circle,"This was a call Tara Manuel didn’t see coming. The Corner Brook woman was recently reunited with a letter written by her grandmother decades ago, and a gift G..."
Opposition parties slam Trudeau cabinet's future appointments to government agencies,"Opposition MPs are criticizing 88 future appointments made by former prime minister Justin Trudeau's government, some calling for Prime Minister Mark Carney to ..."
Mark Carney wins race to replace Trudeau as Canada’s PM,Former central banker Mark Carney has won the race to become leader of Canada’s ruling Liberal Party and will succeed Justin Trudeau as prime minister. Carney...
Trudeau weighs his options as his path to stay on as prime minister narrows,Prime Minister Justin Trudeau is considering his options after Chrystia Freeland’s bombshell resignation Monday heightened calls for him to step down. Freelan...
Canada PM Trudeau says he will step down after new Liberal party leader named,OTTAWA: Canadian Prime Minister Justin Trudeau announced on Monday that he intends to step down as leader of the ruling Liberals after nine years in office but ...
‘Lovebirds’ Justin Trudeau and Katy Perry Have a Bigger Age Gap Than Most Realize,Katy Perry and Justin Trudeau who made their public appearance as a couple are a decade apart in age.
Justin Trudeau to resign? 5 BIG controversies involving Canadian PM – from sticking his tongue out to Bohemian Rhapsody,Canadian Prime Minister Justin Trudeau faces mounting scrutiny as reports suggest he may resign as Liberal Party Leader. From a controversial holiday with a bil...
"Ex-Trump adviser says Canada in 'difficult position' amid tariff threat, Trudeau resignation","In the face of a potential tariff war, U.S. president-elect Donald Trump’s former national security adviser John Bolton says 'Canada is in a difficult positio..."
Trudeau proposes way forward on 24 Sussex problem during final days in power,"As Prime Minister Justin Trudeau prepares to leave office, CBC News has learned that one of his final acts is an attempt to settle the problem of 24 Sussex Driv..."
Canadian Prime Minister Justin Trudeau Announces Resignation Amid Political Crisis,Justin Trudeau will step down as Canada's Prime Minister. He'll remain in office until the Liberal Party selects a new leader
Terry Newman: Trudeau to Canada — starve your kids for climate change,Forgive us if we put feeding and housing our families above Trudeau's plans to save the entire planet
Trudeau set to shuffle his cabinet after chaotic week for Liberals - National,A cabinet shuffle is expected on Friday capping off a chaotic week for Prime Minister Justin Trudeau and the Liberals that saw two ministers step down.
